36675	2607	2623	7.75	26.25	23.75	24
41290	2608	2661	7.75	26.25	23.75	24
45903	2608	2806	7.75	26.25	23.75	24
50517	2607	2733	7.75	26.25	23.75	24
55132	2605	2727	7.75	26.5	23.75	24
59745	2601	2834	7.75	26.5	23.75	24
64359	2598	2721	7.75	26.5	23.75	24.5
68974	2602	2698	7.75	26.5	23.75	24.5
73587	2604	2693	7.75	26.5	23.75	24.5
78201	2606	2673	7.75	26.5	23.75	24.5
82816	2602	2794	24.75	26.5	23.75	24.5
87432	2607	2671	24.75	26.5	23.75	24.5
241416	2604	2616	7.75	26.25	23.75	24
246031	2610	2689	7.75	26.25	23.75	24
250645	2596	2858	7.75	26.25	23.75	24
255260	2601	2589	7.75	26.25	23.75	24
259873	2607	2690	7.75	26.25	23.75	24
264488	2598	2738	7.75	26.25	24	24
269102	2605	2712	7.75	26.25	24	24
273717	2606	2689	7.75	26.25	24	24
278331	2608	2881	7.75	26.5	24	24
282946	2606	2616	7.75	26.5	24	24
287560	2606	2682	7.75	26.5	24	24.75
292174	2602	2751	7.75	26.5	24	24.75
296789	2605	2703	7.75	26.5	24	24.75
427509	2605	2465	7.75	26.25	23.75	24
432123	2596	2709	7.75	26.25	23.75	24
436738	2602	2700	7.75	26.25	23.75	24
441351	2604	2650	7.75	26.25	23.75	24
445966	2601	2746	7.75	26.25	23.75	24
450579	2602	2653	7.75	26.25	23.75	24
455193	2602	2656	22.5	26.25	23.75	24
459809	2604	2673	22.5	26.25	23.75	24
464425	2605	2692	22.5	26.25	23.75	24
469040	2601	2721	22.5	26.25	23.75	24
473656	2604	2808	22.5	26.25	23.75	24
478271	2604	2560	22.5	26.25	23.75	24
609354	2594	2569	7.75	26.25	23.75	23.75
613969	2594	2868	7.75	26.25	23.75	23.75
618583	2595	2722	7.75	26.25	23.75	23.75
623198	2593	2682	7.75	26.25	23.75	23.75
627811	2593	2810	7.75	26.25	23.75	23.75
632426	2594	2720	7.75	26.25	23.75	23.75
637039	2588	2776	7.75	26.25	24.25	23.75
641653	2594	2735	7.75	26.25	24.25	23.75
646267	2593	2701	7.75	26.25	24.25	23.75
650881	2596	2728	7.75	26.5	24.25	23.75
655495	2593	2724	7.75	26.5	24.25	24.75
660109	2595	2685	7.75	26.5	24.25	24.75
664723	2597	2786	7.75	26.5	24.25	24.75
827226	2607	2530	8.75	26.25	23.75	24
831841	2602	2698	8.75	26.25	23.75	24
836455	2606	2719	8.75	26.25	23.75	24
841071	2606	2813	8.75	26.25	23.75	24
845686	2608	2600	8.75	26.25	23.75	24
850300	2604	2722	8.75	26.25	23.75	24
854916	2603	2732	8.75	26.25	23.75	24
859531	2607	2665	8.75	26.25	24.25	24
864145	2607	2734	8.75	26.25	24.25	24
868761	2604	2949	8.75	26.25	24.25	24
873376	2605	2514	8.75	26.5	24.25	24
877990	2607	2685	8.75	26.5	24.25	24.75
1006699	2608	2718	7.75	26.25	23.75	24
1011315	2607	2592	7.75	26.25	23.75	24
1015929	2604	2721	7.75	26.25	23.75	24
1020544	2607	2748	7.75	26.5	23.75	24
1025159	2605	2645	7.75	26.5	23.75	24.25
1029773	2601	2699	7.75	26.5	23.75	24.25
1034388	2606	2942	7.75	26.5	23.75	24.25
1039002	2604	2547	7.75	26.5	23.75	24.25
1043617	2607	2673	7.75	26.5	23.75	24.25
1048231	2604	2800	25	26.5	23.75	24.25
1052846	2604	2706	25	26.5	23.75	24.25
1057462	2607	2704	25	26.5	23.75	24.25
1211925	2601	2499	7.75	26.25	23.75	24
1216540	2610	2722	7.75	26.25	23.75	24
1221155	2598	2791	7.75	26.25	23.75	24
1225770	2603	2588	7.75	26.25	23.75	24
1230383	2601	2712	7.75	26.25	24	24
1234999	2600	2727	7.75	26.25	24	24
1239613	2606	2660	7.75	26.25	24	24
1244227	2607	2693	7.75	26.5	24	24
1248843	2604	2893	7.75	26.5	24	24.75
1253457	2596	2577	7.75	26.5	24	24.75
1258072	2601	2646	7.75	26.5	24	24.75
1262687	2610	2771	7.75	26.5	24	24.75
1407992	2608	2630	7.75	26.25	23.75	24
1412607	2607	2687	7.75	26.25	23.75	24
1417223	2608	2727	7.75	26.25	23.75	24
1421837	2606	2659	15.75	26.25	23.75	24
1426453	2607	2671	15.75	26.25	23.75	24
1431070	2607	2716	15.75	26.25	23.75	24
1435686	2609	2863	15.75	26.25	23.75	24
1440302	2608	2576	15.75	26.25	23.75	24
1444918	2606	2677	15.75	26.25	23.75	24
1449534	2603	2760	15.75	26.25	24.25	24
1454149	2609	2703	15.75	26.25	24.25	24
1458765	2604	2670	15.75	26.25	24.25	24
1469502	2607	2746	15.75	26.5	24.25	24.5
1474118	2617	2832	15.75	26.5	24.25	24.5
1478734	2604	2682	15.75	26.5	24.25	24.5
1483350	2608	2725	15.75	26.5	24.25	24.5
1487966	2608	2743	15.75	26.5	24.25	24.5
1492582	2606	2655	15.75	26.5	24.25	24.5
1497198	2608	2786	22.75	26.5	24.25	24.5
1501814	2603	2661	22.75	26.5	24.25	24.5
1506430	2608	2673	22.75	26.5	24.25	24.5
1511046	2607	2686	22.75	26.5	24.25	24.5
1515662	2607	2718	22.75	26.5	24.25	24.5
1520278	2599	2739	22.75	26.5	24.25	24.5
1530966	2607	2680	22.75	26.5	24.25	24.5
1535581	2607	2936	22.75	26.5	24.25	24.5
1540196	2609	2581	22.75	26.5	24.25	24.5
1544811	2607	2700	22.75	26.5	24.25	24.5
1549426	2602	2816	22.75	26.5	24.25	24.5
1554041	2605	2686	22.75	26.5	24.25	24.5
1558656	2602	2661	22.75	26.5	24.25	24.5
1563271	2602	2873	22.75	26.5	24.25	24.5
1567886	2606	2699	22.75	26.5	24.25	24.5
1572501	2606	2650	24.75	26.5	24.25	24.5
1577116	2605	2833	24.75	26.5	24.25	24.5
1581731	2606	2718	24.75	26.5	24.25	24.5
1592447	2607	2666	24.75	26.5	24.25	24.5
1597064	2606	2811	24.75	26.5	24	24.5
1601680	2608	2627	24.75	26.5	24	24.5
1606296	2607	2661	24.75	26.5	24	24.5
1610912	2606	2678	24.75	26.5	24	24.5
1615528	2605	2711	24.75	26.5	24	24.5
1620143	2609	2744	24.75	26.5	24	24.5
1624759	2607	2864	24.75	26.5	24	24.5
1629374	2605	2584	24.75	26.5	24	24.5
1633990	2606	2714	24.75	26.5	24	24.5
1638606	2606	2745	24.75	26.5	24	24.5
1643222	2602	2638	24.75	26.5	24	24.5
1653913	2606	2695	24.75	26.5	24	24.5
1658530	2607	2720	24.75	26.5	24	24.5
1663146	2613	2796	24.75	26.5	24	24.5
1667762	2605	2731	24.75	26.5	24	24.5
1672378	2604	2658	24.75	26.5	24.25	24.5
1676994	2607	2726	24.75	26.5	24.25	24.5
1681610	2611	2731	24.75	26.5	24.25	24.5
1686226	2607	2829	24.75	26.5	24.25	24.5
1690842	2607	2600	24.75	26.5	24.25	24.5
1695458	2609	2699	24.75	26.5	24.25	24.5
1700074	2608	2737	24.75	26.5	24.25	24.5
1704690	2608	2704	24.75	26.5	24.25	24.5
1715430	2606	2657	24.75	26.5	24.25	24.5
1720047	2609	2751	21.75	26.5	24.25	24.5
1724663	2607	2835	21.75	26.5	24.25	24.5
1729279	2608	2711	21.75	26.5	24.25	24.5
1733895	2606	2705	21.75	26.5	24.25	24.5
1738511	2604	2832	21.75	26.5	24.25	24.5
1743127	2609	2670	21.75	26.5	24.25	24.5
1747743	2617	2772	21.75	26.5	24.25	24.5
1752359	2607	2749	21.75	26.5	24.25	24.5
1756975	2599	2664	21.75	26.5	24.25	24.5
1761591	2613	2671	21.75	26.5	24.25	24.5
1766207	2606	2731	21.75	26.5	24.25	24.5
1784193	2607	2846	21.75	26.5	24.25	24.5
1788809	2609	2667	21.75	26.5	24.25	24.5
1793425	2607	2669	18	26.5	24.25	24.5
1798041	2598	2740	18	26.5	24.25	24.5
1802658	2595	2725	18	26.5	24.25	24.5
1807274	2604	2747	18	26.5	24.25	24.5
1811890	2606	2614	18	26.5	24.25	24.5
1816506	2601	2719	18	26.5	24.25	24.5
1821123	2608	2701	18	26.5	24.25	24.5
1825739	2606	2641	18	26.5	24.25	24.5
1830355	2602	2677	18	26.5	24.25	24.5
1834971	2606	2894	18	26.5	24.25	24.5
1845744	2607	2854	18	26.5	24.25	24.5
1850360	2606	2671	18	26.5	24.25	24.5
1854976	2607	2691	18	26.5	24.25	24.5
1859593	2601	2733	18	26.5	24.25	24.5
1864208	2601	2692	18	26.5	24.25	24.5
1868824	2610	2788	21	26.5	24.25	24.5
1873440	2607	2662	21	26.5	24.25	24.5
1878056	2608	2691	21	26.5	24.25	24.5
1882672	2604	2725	21	26.5	24.25	24.5
1887289	2605	2681	21	26.5	24.25	24.5
1891905	2602	2652	21	26.5	24.25	24.5
1896520	2608	2827	21	26.5	24.25	24.5
1907292	2607	2864	21	26.5	24.25	24.5
1911908	2608	2688	21	26.5	24.25	24.5
1916523	2606	2712	21	26.5	24.25	24.5
1921139	2600	2815	21	26.5	24.25	24.5
1925755	2608	2670	21	26.5	24.25	24.5
1930372	2604	2744	21	26.5	24.25	24.5
1934988	2595	2802	21	26.5	24.25	24.5
1939603	2607	2662	21	26.5	24.25	24.5
1944218	2605	2666	24.75	26.5	24.25	24.5
1948834	2608	2747	24.75	26.5	24.25	24.5
1953450	2606	2722	24.75	26.5	24.25	24.5
1958066	2606	2750	24.75	26.5	24.25	24.5
1968839	2607	2885	24.75	26.5	24	24.5
1973455	2608	2530	24.75	26.5	24	24.5
1978071	2607	2690	24.75	26.5	24	24.5
1982688	2606	2850	24.75	26.5	24	24.5
1987304	2602	2684	24.75	26.5	24	24.5
1991920	2606	2695	24.75	26.5	24	24.5
1996536	2611	2896	24.75	26.5	24	24.5
2001152	2607	2690	24.75	26.5	24	24.5
2005768	2604	2640	24.75	26.5	24	24.5
2010385	2592	2752	24.75	26.5	24	24.5
2015001	2595	2726	24.75	26.5	24	24.5
2025800	2594	2678	24.75	26.5	24	24.5
2030416	2597	2926	24.75	26.5	24	24.5
2035032	2596	2580	24.75	26.5	24	24.5
2039648	2593	2672	24.75	26.5	24	24.5
2044265	2595	2799	24.75	26.5	24.25	24.5
2048881	2594	2715	24.75	26.5	24.25	24.5
2053497	2593	2751	24.75	26.5	24.25	24.5
2058113	2596	2851	24.75	26.5	24.25	24.5
2062729	2592	2707	24.75	26.5	24.25	24.5
2067344	2594	2718	24.75	26.5	24.25	24.5
2071960	2594	2753	24.75	26.5	24.25	24.5
2076575	2594	2648	24.75	26.5	24.25	24.5
2087371	2594	2724	24.75	26.5	24.25	24.5
2091987	2592	2882	21.75	26.5	24.25	24.5
2096603	2594	2592	21.75	26.5	24.25	24.5
2101219	2594	2720	21.75	26.5	24.25	24.5
2105836	2589	2757	21.75	26.5	24.25	24.5
2110452	2596	2654	21.75	26.5	24.25	24.5
2115068	2589	2753	21.75	26.5	24.25	24.5
2119684	2593	2842	21.75	26.5	24.25	24.5
2124300	2603	2616	21.75	26.5	24.25	24.5
2128915	2598	2674	21.75	26.5	24.25	24.5
2133531	2604	2853	21.75	26.5	24.25	24.5
2138146	2592	2698	21.75	26.5	24.25	24.5
2148943	2594	2681	21.75	26.5	24.25	24.5
2153559	2593	2907	21.75	26.5	24.25	24.5
2158176	2597	2554	21.75	26.5	24.25	24.5
2162792	2594	2681	21.75	26.5	24.25	24.5
2167408	2594	2799	21.5	26.5	24.25	24.5
2172024	2590	2689	21.5	26.5	24.25	24.5
2176640	2594	2686	21.5	26.5	24.25	24.5
2181255	2592	2873	21.5	26.5	24.25	24.5
2185871	2603	2711	21.5	26.5	24.25	24.5
2190486	2609	2673	21.5	26.5	24.25	24.5
2195102	2608	2852	21.5	26.5	24.25	24.5
2199718	2607	2742	21.5	26.5	24.25	24.5
2210518	2607	2661	21.5	26.5	24.25	24.5
2215135	2604	2906	21.5	26.5	24.25	24.5
2219751	2607	2604	21.5	26.5	24.25	24.5
2224367	2601	2657	21.5	26.5	24.25	24.5
2228983	2609	2810	21.5	26.5	24.25	24.5
2233598	2604	2717	21.5	26.5	24.25	24.5
2238214	2604	2713	21.5	26.5	24.25	24.5
